Email,Phone,CreditScore,AgeGroup,FamilyBackground,Income,Comments,Intent
zdunn@example.net,+1-647-404-5259,688,26-35,Married,745510,not interested,0
heathersmith@example.net,299.273.0665x66105,779,51+,Single,199723,urgent need to buy,1
hamiltonstephanie@example.net,308-355-2058,728,26-35,Married with Kids,242171,just browsing,0
michael53@example.net,+1-975-342-4266x910,724,51+,Married,728400,job relocation,1
ereyes@example.com,001-875-912-0061x326,792,36-50,Single,290211,want to buy soon,1
johnharris@example.com,(619)592-0916x3894,842,51+,Single,894443,not interested,0
mwilliams@example.com,444.544.0684,519,36-50,Married with Kids,615203,not interested,0
garciakimberly@example.com,802.509.3349x3171,511,18-25,Single,773734,need home loan,0
gbruce@example.org,353-669-2178,312,51+,Single,211112,need home loan,0
isanchez@example.org,4483924710,649,36-50,Married with Kids,937925,not interested,0
qking@example.org,294-759-0739,657,36-50,Married with Kids,204899,want to buy soon,1
lisa74@example.net,305.822.9329x76763,683,26-35,Married with Kids,501022,want to buy soon,1
kyle94@example.com,(484)890-0776,558,26-35,Married,120525,need home loan,0
james37@example.net,(500)995-3127,343,18-25,Married with Kids,208010,not interested,0
jamesroth@example.org,+1-645-817-5915,519,36-50,Married,960720,urgent need to buy,1
rschaefer@example.org,553.325.5841x67977,579,36-50,Married,343279,urgent need to buy,1
mark99@example.com,3767230922,355,26-35,Married,971239,urgent need to buy,1
danielle27@example.com,+1-355-403-9429,778,51+,Single,985110,urgent need to buy,1
nelsonsusan@example.com,(772)461-5570,358,51+,Married with Kids,665377,job relocation,1
james80@example.org,2834639364,844,36-50,Single,990611,not interested,0
patrick95@example.org,9378389490,424,18-25,Married with Kids,621166,need home loan,0
jay90@example.com,9586974340,519,26-35,Married,273672,urgent need to buy,1
calvarez@example.net,(382)636-6145x68847,406,36-50,Married with Kids,983394,job relocation,1
georgejanice@example.com,(274)600-4410,728,26-35,Married with Kids,863094,just browsing,0
shane44@example.net,(905)267-9884x42922,811,18-25,Married,482288,urgent need to buy,1
paul33@example.net,001-706-813-9739,308,51+,Married,583503,want to buy soon,1
ntorres@example.net,519.244.0434x00605,778,51+,Married with Kids,655965,need home loan,0
iwilson@example.org,(792)881-0484x016,733,18-25,Single,287680,not interested,0
patriciabrown@example.org,606.635.3399x892,347,51+,Married with Kids,421837,want to buy soon,1
randystark@example.net,+1-754-327-8082x3210,702,26-35,Married,843838,job relocation,1
vgardner@example.com,8228133774,758,18-25,Married with Kids,311823,job relocation,1
mortonsamuel@example.com,(598)274-1605,662,26-35,Single,320669,want to buy soon,1
bcurtis@example.org,549.681.7329,550,36-50,Single,393430,job relocation,1
jose13@example.net,(430)822-2818x17446,341,26-35,Married,307243,just browsing,0
mariacooper@example.com,001-608-887-0632x4497,527,51+,Single,657859,not interested,0
bwalsh@example.org,+1-994-404-5010,347,26-35,Single,916602,just browsing,0
lglover@example.net,384-301-1915x96525,535,51+,Single,915295,not interested,0
krios@example.com,982-225-0283,630,36-50,Single,109120,not interested,0
kimberly15@example.org,001-608-678-7107x96986,476,51+,Married,852521,job relocation,1
marie81@example.com,+1-778-348-0309,759,26-35,Married with Kids,796377,need home loan,0
jermaineschmidt@example.net,(959)732-0501x838,597,18-25,Married with Kids,101688,just browsing,0
grahamtony@example.com,298-857-7989,820,18-25,Single,457931,job relocation,1
eric74@example.org,(633)371-8839x687,613,51+,Married with Kids,425997,urgent need to buy,1
james02@example.com,+1-208-989-1532,431,36-50,Single,204791,urgent need to buy,1
vhebert@example.com,001-801-971-8000x216,437,36-50,Single,207306,need home loan,0
ballardmonica@example.com,331-853-6070x766,810,18-25,Married with Kids,462108,just browsing,0
daltonjonathan@example.com,+1-357-550-8814x23270,516,18-25,Married with Kids,455933,want to buy soon,1
silvacharles@example.net,001-541-399-6126,765,51+,Married with Kids,935283,want to buy soon,1
justinmurphy@example.net,(621)341-5570x876,726,18-25,Married with Kids,117489,just browsing,0
kristinrodriguez@example.org,289-508-5158,766,51+,Married with Kids,714884,urgent need to buy,1
mitchelldavid@example.org,677.433.8632,731,26-35,Married with Kids,438084,urgent need to buy,1
ohudson@example.org,(501)765-1352x543,573,51+,Single,410233,need home loan,0
saramolina@example.org,874-307-1497x861,718,36-50,Married with Kids,312347,want to buy soon,1
darlenejones@example.net,580.700.7441x167,557,51+,Single,346468,urgent need to buy,1
julieliu@example.net,827.765.8261x5853,789,18-25,Married,626372,want to buy soon,1
richard95@example.org,249-454-8145x05863,523,51+,Single,615441,not interested,0
qmiller@example.net,(989)982-2355x13184,765,51+,Single,490313,want to buy soon,1
mhardin@example.net,5033298435,796,36-50,Married with Kids,809772,job relocation,1
chad47@example.com,001-972-295-2603x50255,833,26-35,Married,935436,not interested,0
scottcarey@example.com,8734746232,850,18-25,Single,404939,job relocation,1
jeromethompson@example.org,+1-459-205-7056,359,18-25,Single,953226,job relocation,1
jeffreydavis@example.com,(699)365-1974x998,624,51+,Married,653058,urgent need to buy,1
gonzalezandrew@example.net,7112771586,841,36-50,Married with Kids,301285,just browsing,0
joneskathleen@example.com,+1-493-524-5760,408,26-35,Married,573903,not interested,0
dominguezsara@example.com,(611)806-7134x16480,750,18-25,Married with Kids,545227,urgent need to buy,1
jeremypope@example.org,9767162723,305,18-25,Married with Kids,421010,urgent need to buy,1
michaelajones@example.com,(388)440-7174,528,18-25,Married with Kids,528427,urgent need to buy,1
butlerkaren@example.com,+1-239-342-1126x02560,809,18-25,Married with Kids,784489,just browsing,0
cynthiaritter@example.net,5799257800,329,26-35,Single,265312,urgent need to buy,1
sarahhoffman@example.net,623-497-8467,574,51+,Married with Kids,417238,need home loan,0
utorres@example.net,(968)435-1358,594,51+,Married with Kids,273050,job relocation,1
juliamckenzie@example.net,001-639-922-4963x3677,566,26-35,Single,238675,job relocation,1
deborah52@example.com,001-471-225-4575x066,364,51+,Single,606617,job relocation,1
vjohnson@example.org,(374)922-2336x71649,782,36-50,Married with Kids,261873,need home loan,0
tonya13@example.net,817-524-6755x272,701,36-50,Single,268885,need home loan,0
ryanrobert@example.org,226.253.4521x9898,330,18-25,Married with Kids,734423,need home loan,0
martinezjason@example.com,4287317137,640,18-25,Married,817794,need home loan,0
joseph69@example.net,001-333-382-2168,326,26-35,Single,558512,urgent need to buy,1
buchananbrandon@example.org,313.434.7066,417,26-35,Married with Kids,668331,want to buy soon,1
cmarshall@example.net,001-969-460-8740x872,300,36-50,Married,778167,urgent need to buy,1
ccook@example.org,001-938-368-2366x51061,578,36-50,Single,314260,want to buy soon,1
arthurowens@example.net,554.440.2112x053,729,18-25,Single,174921,want to buy soon,1
matthewcollins@example.com,+1-308-264-6989x242,811,26-35,Single,325236,just browsing,0
martinmichele@example.org,+1-475-503-3677x6819,779,26-35,Single,240602,want to buy soon,1
cgilbert@example.net,(638)831-4536x3411,325,18-25,Single,627907,just browsing,0
nicolewhite@example.com,871.224.7095,650,51+,Married,989170,need home loan,0
qlozano@example.org,826-227-0367x820,731,51+,Single,989637,urgent need to buy,1
jeffreyhill@example.org,(983)307-3068x2377,528,51+,Single,391380,want to buy soon,1
shanemoon@example.org,+1-270-895-9707x34417,830,18-25,Married,864875,need home loan,0
sara69@example.net,(903)726-1953,589,36-50,Married with Kids,495492,job relocation,1
elijahnelson@example.net,001-233-570-2581,693,26-35,Married with Kids,986121,not interested,0
mckenziegina@example.com,+1-804-628-0531x640,831,51+,Married with Kids,696864,just browsing,0
wayne74@example.com,541.606.3341,606,51+,Married,889622,urgent need to buy,1
carlsonjennifer@example.org,+1-911-626-2968x9962,300,36-50,Married,246724,just browsing,0
thompsontara@example.com,984.949.8728x50838,368,51+,Married with Kids,387959,urgent need to buy,1
briannapowell@example.org,229-650-4019x5891,646,26-35,Single,533426,want to buy soon,1
peterhernandez@example.net,584.295.4898x97376,758,26-35,Married,377455,not interested,0
bradfordchristina@example.com,001-404-244-2526x8088,333,51+,Single,794903,want to buy soon,1
nancy62@example.net,745-528-6127,691,26-35,Married,149543,job relocation,1
richard03@example.com,(560)944-5855x71130,317,18-25,Married,266587,urgent need to buy,1
qmelton@example.com,001-790-214-1774x087,436,51+,Married,951648,urgent need to buy,1
heather23@example.net,8858804239,451,18-25,Married with Kids,482023,just browsing,0
ehenry@example.net,388.942.9202x5153,848,18-25,Married with Kids,928991,urgent need to buy,1
huffmanmonica@example.org,476.376.0998,563,51+,Married with Kids,965393,job relocation,1
ericksonnicholas@example.net,416.261.4740x7996,606,51+,Single,299742,urgent need to buy,1
savannaharmstrong@example.com,557-860-1479,806,18-25,Married,504318,not interested,0
anne64@example.net,001-268-302-3144x84310,826,26-35,Married with Kids,857431,need home loan,0
jessicamiller@example.net,+1-784-984-4489x18663,305,26-35,Married with Kids,303909,urgent need to buy,1
william36@example.net,+1-875-904-5455x233,384,26-35,Married,278967,need home loan,0
robinsonseth@example.org,239.222.9549,544,26-35,Married with Kids,482762,urgent need to buy,1
dperez@example.net,4978933003,358,36-50,Single,521352,just browsing,0
johnblair@example.net,350-909-9196,398,18-25,Single,657788,not interested,0
amandamurphy@example.org,7229552733,826,51+,Married,133277,want to buy soon,1
austin37@example.org,2599605781,457,36-50,Single,677810,urgent need to buy,1
karen51@example.com,359.658.7872x2905,599,36-50,Married,483168,job relocation,1
wcortez@example.org,(594)715-1290,386,36-50,Married with Kids,971237,need home loan,0
markalvarez@example.com,+1-907-982-0350x9327,657,26-35,Married,560142,not interested,0
pamela55@example.net,+1-442-530-0944x1141,729,36-50,Single,626857,want to buy soon,1
anthony04@example.net,862.409.0997,823,36-50,Married,515205,job relocation,1
shawnperry@example.net,603.436.2816,690,36-50,Married with Kids,386129,want to buy soon,1
karen86@example.com,(763)872-0504,793,26-35,Married,845037,just browsing,0
emilycarter@example.com,494.946.5835x9302,716,18-25,Married,951872,urgent need to buy,1
john99@example.org,785.430.8178x287,394,18-25,Married with Kids,586431,need home loan,0
ariana69@example.net,+1-612-333-9469x71139,521,26-35,Single,443502,urgent need to buy,1
marshalljocelyn@example.net,4828975161,728,26-35,Married,538641,job relocation,1
travis10@example.net,409.444.9027x908,596,51+,Married,922632,job relocation,1
nberry@example.net,386.391.0754x833,780,51+,Married,678200,not interested,0
rojassandra@example.net,+1-353-363-9306x191,344,36-50,Married with Kids,401746,need home loan,0
devonmartinez@example.net,+1-605-971-2835x9337,696,36-50,Single,214251,want to buy soon,1
reyeslaura@example.com,566-637-8099x61700,802,18-25,Married,146865,job relocation,1
peter41@example.net,+1-543-712-1469x8112,785,26-35,Married,422418,want to buy soon,1
ycollier@example.net,+1-248-633-4787,578,26-35,Single,405807,need home loan,0
hgarcia@example.com,+1-346-809-9060x9225,840,18-25,Married,501469,need home loan,0
mcguiretracy@example.com,595.241.3529x3010,836,36-50,Single,558581,urgent need to buy,1
hallandrew@example.com,001-640-878-1019x14816,349,36-50,Married,819626,not interested,0
jason88@example.net,(940)686-3878x210,696,26-35,Married with Kids,655427,urgent need to buy,1
ashleyjacobson@example.com,858.986.5846x278,850,36-50,Married,926678,not interested,0
caleb65@example.org,(362)330-7247,683,18-25,Married with Kids,259273,want to buy soon,1
hjones@example.com,231-597-5987x6425,618,26-35,Single,316468,need home loan,0
martinbrady@example.org,(784)979-6870x44707,322,26-35,Single,160314,want to buy soon,1
jessicabrown@example.com,808-942-7383x98634,740,26-35,Married,657533,want to buy soon,1
shawnasmith@example.net,+1-657-948-2598,378,18-25,Single,385360,job relocation,1
sandersjonathan@example.net,2117515532,331,36-50,Single,579632,want to buy soon,1
houstonamanda@example.com,+1-699-964-8449x15923,549,51+,Married,590842,urgent need to buy,1
woodardchristine@example.net,395-828-2226x2380,594,26-35,Married,172866,need home loan,0
ydavis@example.com,594-809-7164x46440,547,51+,Married,956130,not interested,0
andrew68@example.org,(761)751-1708,755,26-35,Single,874057,just browsing,0
esharp@example.net,001-405-514-9370x6141,462,51+,Single,230856,not interested,0
allison32@example.com,+1-738-964-8062,544,36-50,Married with Kids,426450,urgent need to buy,1
hallcourtney@example.net,(560)646-2604,712,18-25,Married,616860,just browsing,0
patriciamiller@example.com,(354)243-3864x7033,815,51+,Single,703975,want to buy soon,1
cindy18@example.org,001-413-688-5624x305,754,51+,Married,670467,want to buy soon,1
tara65@example.com,+1-540-941-4627,336,26-35,Married,712851,need home loan,0
sthomas@example.org,556-863-5874x80428,567,51+,Married,306357,job relocation,1
matthewpatterson@example.org,4727645782,416,36-50,Married,577497,just browsing,0
craig15@example.net,2105206446,692,51+,Married,892623,job relocation,1
otucker@example.net,253-932-4412x70339,422,36-50,Married,344661,want to buy soon,1
lopezhaley@example.com,(494)790-7119x14830,309,36-50,Married with Kids,446275,want to buy soon,1
savagemelissa@example.net,385.481.8131x708,827,51+,Single,801753,want to buy soon,1
dpotts@example.net,717-903-8939,474,18-25,Married,263238,urgent need to buy,1
mcguireseth@example.org,6087279207,537,51+,Married,835467,want to buy soon,1
davissamantha@example.net,001-971-719-7503x15256,830,26-35,Single,197270,urgent need to buy,1
david64@example.org,(431)256-0443x407,794,36-50,Single,690861,urgent need to buy,1
shawnhunter@example.net,001-871-439-3440x6713,362,36-50,Married with Kids,829089,job relocation,1
rboyle@example.net,8029476070,467,51+,Married with Kids,503818,want to buy soon,1
xmooney@example.net,424.223.9381x68501,308,26-35,Married,886682,not interested,0
louissantiago@example.com,346-314-2603x3549,387,36-50,Married,735166,job relocation,1
karen25@example.net,394-623-5859x88275,356,36-50,Married with Kids,696478,need home loan,0
ktaylor@example.net,+1-543-422-4683,736,18-25,Single,853474,need home loan,0
kaufmanashley@example.org,552.474.2359x2851,746,26-35,Married,422628,job relocation,1
brownkatie@example.com,(734)662-0262x15394,542,26-35,Married,145858,want to buy soon,1
huntcolleen@example.net,492.912.0587x04356,632,26-35,Married,533737,just browsing,0
peter99@example.com,847.911.4736x5303,837,18-25,Married,902230,just browsing,0
angela91@example.org,(733)922-9886x598,429,26-35,Married,755715,job relocation,1
qmiranda@example.net,+1-664-335-5884x28881,676,26-35,Married,981011,urgent need to buy,1
kaitlyn35@example.net,+1-569-565-1203x605,327,36-50,Married,119008,urgent need to buy,1
ovaughn@example.net,537.649.8747,345,18-25,Married with Kids,516237,just browsing,0
shane48@example.net,(973)707-1513x9354,356,51+,Married,334904,need home loan,0
murphysusan@example.com,(667)620-5197x064,848,36-50,Married,989109,need home loan,0
kylechoi@example.net,848.897.1593x3066,824,26-35,Married,374556,need home loan,0
jensenjulia@example.org,001-542-948-6472,639,36-50,Married with Kids,716794,want to buy soon,1
nbrooks@example.org,866-273-0886x2870,758,18-25,Married with Kids,893942,just browsing,0
stephenedwards@example.com,5212984819,526,26-35,Married with Kids,108911,urgent need to buy,1
scottjeffrey@example.org,+1-900-960-7460x47968,742,26-35,Married,480836,job relocation,1
rlove@example.net,947.467.3549,671,51+,Single,221253,just browsing,0
mleon@example.com,236-409-8175x61963,534,26-35,Married,654066,job relocation,1
lflores@example.org,001-896-830-1344,433,26-35,Married with Kids,918680,job relocation,1
joshuaherman@example.com,294.228.4499x77388,511,51+,Married,972282,urgent need to buy,1
elizabeth54@example.net,(957)587-1057x304,378,26-35,Single,260512,not interested,0
hillmichael@example.com,(366)930-6610,324,18-25,Married with Kids,386702,need home loan,0
karenjohnson@example.com,967.254.3589,795,36-50,Married,147592,urgent need to buy,1
nburton@example.org,588.480.9616,329,26-35,Married,705439,job relocation,1
alexandracole@example.com,(801)349-5042x420,778,36-50,Single,404562,want to buy soon,1
shermanelizabeth@example.org,001-359-758-4058,632,36-50,Married with Kids,846607,need home loan,0
fhernandez@example.com,+1-888-282-4898x556,390,36-50,Married,118635,need home loan,0
egutierrez@example.com,+1-421-891-1368,476,36-50,Single,127941,need home loan,0
ianmurray@example.com,690.685.7944x36828,553,51+,Married with Kids,932373,just browsing,0
rachael48@example.net,5379159931,440,36-50,Married,582741,need home loan,0
kenneth11@example.com,293-486-9281x2278,690,36-50,Single,890284,not interested,0
reevesjohnny@example.net,(492)500-9071,373,26-35,Married with Kids,675704,urgent need to buy,1
brianna34@example.org,961.463.4932,565,51+,Single,978737,just browsing,0
dianahebert@example.com,716-464-4000x023,613,18-25,Married with Kids,790695,need home loan,0
rsmith@example.org,+1-586-427-0849x9143,454,36-50,Married,509427,want to buy soon,1
wbrown@example.com,001-722-924-1132,741,26-35,Married with Kids,978592,need home loan,0
yolanda27@example.net,001-205-561-2886x200,439,18-25,Married,846500,need home loan,0
garciakevin@example.net,(964)812-0343x4554,819,36-50,Married with Kids,237315,want to buy soon,1
richard12@example.org,768.526.0738,433,36-50,Married with Kids,782244,not interested,0
xellis@example.net,847-747-9306,344,36-50,Married with Kids,570335,not interested,0
phillipsvalerie@example.org,3234748777,554,18-25,Married with Kids,927541,just browsing,0
andersonlauren@example.net,943.412.3048,606,36-50,Married with Kids,711732,not interested,0
amygraham@example.com,+1-666-856-8058x8231,669,51+,Single,421081,need home loan,0
xbuck@example.org,+1-327-647-1784x9228,743,51+,Married with Kids,966335,job relocation,1
laura15@example.net,418-611-1499x80282,343,26-35,Married with Kids,547253,urgent need to buy,1
vasquezkaren@example.org,+1-582-732-8339x360,621,36-50,Married,108154,not interested,0
ylewis@example.org,+1-864-979-4125x6202,749,36-50,Married,403664,want to buy soon,1
jamie39@example.org,(464)922-8025x9441,597,18-25,Single,362205,want to buy soon,1
rchavez@example.com,378-841-0508x43741,637,26-35,Single,843655,want to buy soon,1
ftaylor@example.org,293-336-2376,788,26-35,Married with Kids,205779,want to buy soon,1
paulawilson@example.net,+1-989-325-4756x7748,462,18-25,Married,323671,need home loan,0
jschwartz@example.net,411.827.7878,752,26-35,Married,369115,urgent need to buy,1
farrellamanda@example.org,591.372.2009x7689,748,36-50,Married,424226,job relocation,1
eric97@example.net,591-351-2217x435,469,18-25,Single,356711,just browsing,0
hbrown@example.org,450-638-3468x42659,323,51+,Married,242616,need home loan,0
dianapadilla@example.org,971.465.1095,776,51+,Married with Kids,809611,need home loan,0
hannah02@example.net,001-699-313-4359,843,26-35,Married with Kids,762121,need home loan,0
daniellestephens@example.com,001-302-585-8103x9188,339,26-35,Single,552124,urgent need to buy,1
twhitaker@example.net,428.705.5856x76719,533,51+,Married,239656,job relocation,1
kathrynthomas@example.com,613-424-3635,363,26-35,Married,629348,not interested,0
steven59@example.net,+1-583-998-4672x13418,413,26-35,Single,441796,not interested,0
brittany36@example.net,(366)684-6006,809,51+,Married,276608,need home loan,0
joshuafrank@example.net,001-484-264-1515x624,824,18-25,Married with Kids,326858,need home loan,0
mary26@example.com,408-282-7944x059,544,51+,Married,554270,job relocation,1
simmonsgary@example.com,970-763-2183x86198,303,26-35,Single,561419,urgent need to buy,1
brianmartin@example.com,405.586.3414,516,36-50,Married,924948,need home loan,0
johnsontammy@example.com,437-543-4840x1164,745,18-25,Married with Kids,182794,job relocation,1
shelleycharles@example.org,(277)551-5589x981,559,18-25,Married with Kids,587948,not interested,0
vcurtis@example.com,+1-826-884-5407,443,36-50,Married,838402,need home loan,0
kevingordon@example.net,001-591-499-7982x922,448,36-50,Single,834078,not interested,0
alyssavalenzuela@example.org,5213767532,406,26-35,Married with Kids,321740,job relocation,1
raymondhoward@example.net,478-653-3767,714,18-25,Married with Kids,746173,need home loan,0
meganmurphy@example.com,(254)840-7101,665,26-35,Married,297740,just browsing,0
kathrynalvarez@example.org,(669)648-8527,362,36-50,Single,284332,just browsing,0
jennifer59@example.com,6878406661,672,36-50,Married with Kids,116227,need home loan,0
rosscory@example.org,895.779.9577x89845,348,36-50,Married,430267,want to buy soon,1
wuelizabeth@example.net,001-875-588-8446x13112,533,26-35,Married,656303,urgent need to buy,1
mary22@example.com,9502520170,416,51+,Married,745276,urgent need to buy,1
hayesshelby@example.net,+1-300-498-7467,364,51+,Single,249590,want to buy soon,1
timothy62@example.org,833.618.4645x45822,446,18-25,Married,209841,urgent need to buy,1
philiphartman@example.net,001-433-274-8023x113,456,18-25,Married with Kids,665457,want to buy soon,1
rachelmcclure@example.org,609.312.0031x16385,582,18-25,Single,242324,want to buy soon,1
pmoran@example.com,682-321-3523,546,18-25,Married,903584,just browsing,0
hesterrachel@example.org,(462)999-4970x51956,457,26-35,Married with Kids,191139,want to buy soon,1
rmccullough@example.net,595.348.3086,503,36-50,Married with Kids,272828,just browsing,0
tho@example.com,249.896.8764x423,423,51+,Married,991874,job relocation,1
rogersjoan@example.org,(264)978-9655x510,464,36-50,Single,249875,urgent need to buy,1
alexandracarey@example.org,512.330.0955,355,18-25,Married with Kids,134582,want to buy soon,1
markthompson@example.net,(850)897-5603,810,51+,Married with Kids,904880,just browsing,0
johnreeves@example.net,+1-742-381-5740x2353,729,18-25,Married,710457,not interested,0
garyrollins@example.net,+1-417-651-4704x185,552,36-50,Married with Kids,828524,job relocation,1
kim73@example.org,946-941-5563x068,842,36-50,Married with Kids,580082,job relocation,1
elizabeth28@example.org,259-573-6069x800,572,26-35,Single,418717,not interested,0
pdean@example.org,001-527-821-4417,607,26-35,Married,405788,not interested,0
jamesbrown@example.net,(428)622-6066,814,18-25,Married with Kids,743101,want to buy soon,1
alexandermcfarland@example.org,979-502-1395,365,18-25,Married,915759,want to buy soon,1
deckertheresa@example.com,+1-279-246-4769x7267,470,26-35,Married with Kids,714621,urgent need to buy,1
melissasmith@example.com,+1-313-365-4438,651,51+,Married,672537,want to buy soon,1
edavis@example.org,803.455.0543,374,18-25,Married with Kids,883862,need home loan,0
alvarezkelsey@example.net,+1-753-848-6740x6470,695,36-50,Single,103797,urgent need to buy,1
brendaobrien@example.org,(425)510-1430x8163,610,26-35,Married,821471,need home loan,0
griffithguy@example.net,+1-502-303-6449x94796,314,51+,Married with Kids,496418,urgent need to buy,1
jasonhicks@example.org,701-497-8310x2162,610,51+,Married with Kids,546749,just browsing,0
brian26@example.net,835-265-9057,676,36-50,Single,661845,job relocation,1
davidbraun@example.org,448-290-7107x63241,364,51+,Married,351648,want to buy soon,1
ajackson@example.com,(302)658-1438,555,26-35,Married with Kids,106144,need home loan,0
braydanielle@example.net,+1-560-454-0661x27748,327,18-25,Married,316287,urgent need to buy,1
peterslisa@example.com,+1-703-284-2267x6722,613,26-35,Married,229338,job relocation,1
phillipsdaniel@example.com,(738)291-0829x0470,757,36-50,Married,815371,need home loan,0
mpeters@example.com,001-738-767-4222x4277,588,18-25,Married,637637,urgent need to buy,1
gmanning@example.org,(728)944-3380x719,404,36-50,Married with Kids,445593,not interested,0
duncanjuan@example.com,746-523-7904,732,18-25,Single,587772,not interested,0
lee88@example.com,204-888-4987x455,558,36-50,Married,835752,want to buy soon,1
carterwilliam@example.org,(834)565-4923x38051,585,51+,Married with Kids,771849,urgent need to buy,1
lisarivera@example.org,(403)925-5846x05418,802,51+,Single,177537,need home loan,0
amy15@example.org,239-388-9268x22096,736,18-25,Married with Kids,704212,just browsing,0
rebeccarosales@example.org,340-875-0859x09331,718,26-35,Married,905978,not interested,0
taylor32@example.org,(492)273-7998x03350,382,18-25,Married with Kids,512998,urgent need to buy,1
whitesabrina@example.org,+1-456-833-4111x3726,512,26-35,Married,642602,job relocation,1
rmcguire@example.net,001-389-590-9462x8594,476,36-50,Married,844085,want to buy soon,1
emiller@example.com,(591)334-3582x2913,718,18-25,Single,496699,urgent need to buy,1
tammy96@example.net,5477538978,831,36-50,Married with Kids,444505,want to buy soon,1
whiteteresa@example.org,283.709.5542x77221,846,36-50,Married with Kids,247053,need home loan,0
jacquelineroman@example.org,+1-876-227-2976x31982,576,18-25,Married,239441,not interested,0
erin41@example.org,(656)848-0400x907,457,51+,Single,885292,urgent need to buy,1
michaelmiller@example.net,905-420-4643x3320,628,51+,Single,407041,urgent need to buy,1
nicolenunez@example.org,532.818.6259,337,18-25,Married with Kids,453450,job relocation,1
jeffreykelly@example.org,001-930-931-9609,687,26-35,Single,878412,need home loan,0
qwilliams@example.org,771.996.8744x3161,308,36-50,Married,487187,just browsing,0
rgray@example.com,001-267-927-3388x26509,684,26-35,Single,178275,want to buy soon,1
zbarry@example.net,(244)602-6656,531,36-50,Married,527057,want to buy soon,1
emilymelendez@example.org,609-739-7729,506,26-35,Single,767655,want to buy soon,1
fjones@example.org,200-768-4906x79990,790,18-25,Single,876579,need home loan,0
walkersarah@example.com,+1-419-578-7741x716,756,36-50,Married with Kids,124897,job relocation,1
wilsonsean@example.com,(628)764-6167,510,51+,Single,673966,just browsing,0
jcollins@example.org,8256157300,615,18-25,Single,526599,just browsing,0
tmadden@example.com,837-521-2705,746,26-35,Single,601983,want to buy soon,1
garrettmiddleton@example.com,602.762.6919,563,26-35,Married with Kids,985911,just browsing,0
cherylpadilla@example.net,+1-453-954-6558x455,527,18-25,Married with Kids,353347,urgent need to buy,1
kylefloyd@example.net,(314)621-3463,542,51+,Single,188340,not interested,0
carla71@example.com,658.918.5597x7140,799,26-35,Single,167214,job relocation,1
moralespatrick@example.net,794.417.0267,301,18-25,Married with Kids,949352,urgent need to buy,1
jonesryan@example.org,(744)957-3626x852,707,18-25,Married with Kids,294282,want to buy soon,1
barnesrichard@example.org,497.312.4447x981,506,36-50,Married,165010,just browsing,0
edwardsvanessa@example.net,001-780-618-3606,592,51+,Married,846008,need home loan,0
sarah84@example.org,671.534.8139x652,746,18-25,Married with Kids,755198,urgent need to buy,1
abbottcaitlin@example.com,(904)993-9740x245,802,51+,Single,790557,want to buy soon,1
annette75@example.net,659-669-5746,395,36-50,Single,554405,urgent need to buy,1
angelica02@example.com,(763)436-4550x6738,383,18-25,Married,456060,need home loan,0
lorraine21@example.org,001-686-773-0361,392,36-50,Single,590278,want to buy soon,1
zlyons@example.net,640-842-7293,673,26-35,Single,662325,job relocation,1
williamcarroll@example.com,552-236-4035,672,51+,Married,661274,urgent need to buy,1
zachary23@example.org,(887)260-6980x62948,698,18-25,Married with Kids,792461,need home loan,0
ronald27@example.com,001-485-296-9107,408,51+,Married,309538,job relocation,1
alvarezscott@example.net,(414)706-7776x662,737,26-35,Single,731533,need home loan,0
icox@example.net,(900)454-9019,430,18-25,Married with Kids,759031,not interested,0
nicholas63@example.org,+1-927-422-0316x366,525,18-25,Married,706439,want to buy soon,1
lauren75@example.org,3628003727,735,51+,Married,318435,job relocation,1
michael11@example.net,570.591.1809,837,26-35,Married,387990,need home loan,0
ashleyrodriguez@example.net,(405)438-3367x8114,745,26-35,Married with Kids,565362,not interested,0
alexalowe@example.net,225-643-6896x33077,546,36-50,Single,433235,job relocation,1
robertfowler@example.com,001-967-512-4539x08097,426,36-50,Single,268939,job relocation,1
ronaldbell@example.net,(622)276-9775,487,18-25,Married,804966,just browsing,0
jasonvazquez@example.org,001-780-565-1849x84788,830,26-35,Single,390363,need home loan,0
ncarter@example.org,(981)623-6648,502,36-50,Single,742236,need home loan,0
laurenmccarthy@example.com,512-329-3568,782,36-50,Married,854386,want to buy soon,1
johnhester@example.org,(477)630-8483x08086,457,26-35,Married,211285,just browsing,0
pmiller@example.org,794.809.4207x83407,383,18-25,Married,798806,need home loan,0
lopezkristina@example.com,202-262-8661,836,36-50,Married with Kids,501557,urgent need to buy,1
nmills@example.org,(320)523-1451x788,681,26-35,Single,543500,not interested,0
ucunningham@example.org,6862824324,335,18-25,Married,724762,just browsing,0
nicolelopez@example.net,8266069728,387,51+,Married,717441,need home loan,0
rachel23@example.com,(594)873-7327,657,36-50,Married with Kids,840294,need home loan,0
johnsonkeith@example.org,001-794-710-9350x5900,491,18-25,Single,602947,not interested,0
erika64@example.net,+1-349-371-2117,330,36-50,Married,535813,want to buy soon,1
christine84@example.org,750.247.4175,420,26-35,Married,610535,just browsing,0
brownmichelle@example.net,489-801-1662,734,36-50,Single,294684,job relocation,1
briannasanchez@example.org,001-831-691-6862x64284,401,51+,Married,160237,want to buy soon,1
tiffanyrussell@example.net,+1-979-380-9161x42716,591,36-50,Single,880351,need home loan,0
